Text,Intent
"I need to know how many of each item the seller sold, as well as the total number of things in their inventory.",QUANTITY
It is imperative that you tell me who the vendor is for a specific SO.,SO
I have to determine how many ITEMS were contained in a particular SO.,SO
I am interested in learning the total number of ITEMS contained in a particular PO.,PO
I require additional information concerning a PRODUCT.,INFORMATION
I would want to obtain additional information regarding these ITEMS.,INFORMATION
I need you to point me in the direction of the ITEM.,INFORMATION
How can I locate the ITEM that I'm looking for?,INFORMATION
Where can I find the ITEM in question?,INFORMATION
I need to know exactly where the item is stored within the facility.,INFORMATION
Could you please tell me how much of a particular item we have in stock right now?,INFORMATION
I would be interested in finding out how many of each ITEM we currently have in stock.,INFORMATION
"I'm interested. When referring to an ITEM, what quantity did we use?",INFORMATION
I'm interested. How much of a particular quantity did we use for a particular activity?,INFORMATION
I would appreciate it if you could tell me how many of a particular thing were supplied.,INFORMATION
Please let me know how many of a particular item you have in your possession.,INFORMATION
I am interested in finding out how many of a certain ITEM were shipped.,INFORMATION
How can I find out when the item in question was used for the very last time?,INFORMATION
I need to know when an item was received and how many of it were there.,INFORMATION
"What is the price of the item, if you don't mind my asking?",COST
"I would want to know when the order was received, as well as the number of items that were included in the order.",ORDER
"If the order contained multiple things, I would like to know when they will all be delivered.",INFORMATION
When did the first orders for one or more of the items start coming in?,INFORMATION
"When were the orders for one item or a number of goods first received, and what date is associated with those orders?",ORDER
What is the current quantity of this item that the vendor has available?,QUANTITY
I am interested in learning the current inventory count of this particular product held by the vendor.,QUANTITY
I would appreciate it if you could inform me how many of this item the vendor currently has available for sale.,QUANTITY
how many of this ITEM are currently available for purchase from the merchant.,QUANTITY
How many of this ITEM does the merchant currently have available for purchase?,QUANTITY
how many individual examples of this ITEM are now in stock at the particular vendor or retailer?,QUANTITY
How many of this item does the specific vendor have available for purchase at this time?,QUANTITY
What is the average number of ITEMS sold for each ORDER?,ORDER
I want to know how many items I got.,INFORMATION
When was an ITEM received and how many were sent?,INFORMATION
How many of this item does the dealer have?,QUANTITY
Why? How many orders does a product get?,INFORMATION
I need to know when an item or multiple items were ordered.,INFORMATION
Where is my order? How many items?,INFORMATION
I need to know how much my long-held stuff cost.,COST
How much is stored somewhere?,SO
I need to know how many of a given object can be stored.,INFORMATION
Why? How many POs were made for an item or group?,PO
When was the last purchase order (PO) for an item or many items?,PO
I need the SO's ITEMS count.,SO
I need info on a PRODUCT.,INFORMATION
I'm curious about these ITEMS.,INFORMATION
I need stock counts for each item.,INFORMATION
What's the current stock of a given item?,INFORMATION
Intriguing. What's an item's quantity?,INFORMATION
Intriguing. How much of anything did we use?,INFORMATION
How many of a given item were sent?,INFORMATION
When were how many items received?,INFORMATION
"When was the order received, and was it for one or more items?",ORDER
I'd want to know when one item or several arrive.,INFORMATION
When were orders for one or several items received?,ORDER
What's the seller's current stock?,QUANTITY
how many units of this ITEM is the vendor selling?,SO
How many does the seller have?,QUANTITY
I'd like to know the vendor's stock status.,SO
How many units does the seller have?,QUANTITY
The vendor stocks how many of this item?,SO
How many units does the vendor sell?,SO
How many units does this seller or store have?,QUANTITY
